"","State","Year","month","checks"
"12814","Virginia",2001,"Apr",11970
"12815","Virginia",2001,"May",11315
"12816","Virginia",2001,"Jun",11170
"12817","Virginia",2001,"Jul",11535
"12818","Virginia",2001,"Aug",13733
"12819","Virginia",2001,"Sep",17970
"12820","Virginia",2001,"Oct",23054
"12821","Virginia",2001,"Nov",23635
"12822","Virginia",2001,"Dec",27163
"12823","Washington",2001,"Jan",11703
"12824","Washington",2001,"Feb",11536
"12825","Washington",2001,"Mar",13278
"12826","Washington",2001,"Apr",11289
"12827","Washington",2001,"May",10471
"12828","Washington",2001,"Jun",11110
"12829","Washington",2001,"Jul",10940
"12830","Washington",2001,"Aug",12833
"12831","Washington",2001,"Sep",16619
"12832","Washington",2001,"Oct",20541
"12833","Washington",2001,"Nov",14250
"12834","Washington",2001,"Dec",16810
"12835","West Virginia",2001,"Jan",9167
"12836","West Virginia",2001,"Feb",10844
"12837","West Virginia",2001,"Mar",11306
"12838","West Virginia",2001,"Apr",8399
"12839","West Virginia",2001,"May",7406
"12840","West Virginia",2001,"Jun",7652
"12841","West Virginia",2001,"Jul",7603
"12842","West Virginia",2001,"Aug",10176
"12843","West Virginia",2001,"Sep",12520
"12844","West Virginia",2001,"Oct",17649
"12845","West Virginia",2001,"Nov",19121
"12846","West Virginia",2001,"Dec",16578
"12847","Wisconsin",2001,"Jan",10043
"12848","Wisconsin",2001,"Feb",13312
"12849","Wisconsin",2001,"Mar",17988
"12850","Wisconsin",2001,"Apr",14239
"12851","Wisconsin",2001,"May",8868
"12852","Wisconsin",2001,"Jun",8425
"12853","Wisconsin",2001,"Jul",8841
"12854","Wisconsin",2001,"Aug",13619
"12855","Wisconsin",2001,"Sep",21972
"12856","Wisconsin",2001,"Oct",25423
"12857","Wisconsin",2001,"Nov",21370
"12858","Wisconsin",2001,"Dec",17698
"12859","Wyoming",2001,"Jan",2456
"12860","Wyoming",2001,"Feb",2598
"12861","Wyoming",2001,"Mar",2713
"12862","Wyoming",2001,"Apr",2390
"12863","Wyoming",2001,"May",2338
"12864","Wyoming",2001,"Jun",2231
"12865","Wyoming",2001,"Jul",2285
"12866","Wyoming",2001,"Aug",3070
"12867","Wyoming",2001,"Sep",3948
"12868","Wyoming",2001,"Oct",3340
"12869","Wyoming",2001,"Nov",3079
"12870","Wyoming",2001,"Dec",4006
"12871","Alabama",2000,"Jan",17860
"12872","Alabama",2000,"Feb",19309
"12873","Alabama",2000,"Mar",17001
"12874","Alabama",2000,"Apr",13017
"12875","Alabama",2000,"May",11832
"12876","Alabama",2000,"Jun",12944
"12877","Alabama",2000,"Jul",12451
"12878","Alabama",2000,"Aug",16404
"12879","Alabama",2000,"Sep",19885
"12880","Alabama",2000,"Oct",19647
"12881","Alabama",2000,"Nov",27199
"12882","Alabama",2000,"Dec",34362
"12883","Alaska",2000,"Jan",2149
"12884","Alaska",2000,"Feb",2620
"12885","Alaska",2000,"Mar",3054
"12886","Alaska",2000,"Apr",3432
"12887","Alaska",2000,"May",3069
"12888","Alaska",2000,"Jun",2959
"12889","Alaska",2000,"Jul",3259
"12890","Alaska",2000,"Aug",3842
"12891","Alaska",2000,"Sep",3553
"12892","Alaska",2000,"Oct",5136
"12893","Alaska",2000,"Nov",2926
"12894","Alaska",2000,"Dec",3960
"12895","Arizona",2000,"Jan",12192
"12896","Arizona",2000,"Feb",13882
"12897","Arizona",2000,"Mar",14125
"12898","Arizona",2000,"Apr",11946
"12899","Arizona",2000,"May",10782
"12900","Arizona",2000,"Jun",10755
"12901","Arizona",2000,"Jul",10557
"12902","Arizona",2000,"Aug",12126
"12903","Arizona",2000,"Sep",12278
"12904","Arizona",2000,"Oct",12289
"12905","Arizona",2000,"Nov",11402
"12906","Arizona",2000,"Dec",15929
"12907","Arkansas",2000,"Jan",12592
"12908","Arkansas",2000,"Feb",16075
"12909","Arkansas",2000,"Mar",13984
"12910","Arkansas",2000,"Apr",10908
"12911","Arkansas",2000,"May",9462
"12912","Arkansas",2000,"Jun",9758
"12913","Arkansas",2000,"Jul",9266
"12914","Arkansas",2000,"Aug",12734
"12915","Arkansas",2000,"Sep",15732
"12916","Arkansas",2000,"Oct",17174
"12917","Arkansas",2000,"Nov",22007
"12918","Arkansas",2000,"Dec",19936
"12919","California",2000,"Jan",57800
"12920","California",2000,"Feb",58905
"12921","California",2000,"Mar",64895
"12922","California",2000,"Apr",65796
"12923","California",2000,"May",62909
"12924","California",2000,"Jun",64614
"12925","California",2000,"Jul",60311
"12926","California",2000,"Aug",63724
"12927","California",2000,"Sep",59837
"12928","California",2000,"Oct",62588
"12929","California",2000,"Nov",74834
"12930","California",2000,"Dec",98293
"12931","Colorado",2000,"Jan",23614
"12932","Colorado",2000,"Feb",24812
"12933","Colorado",2000,"Mar",27658
"12934","Colorado",2000,"Apr",21778
"12935","Colorado",2000,"May",17670
"12936","Colorado",2000,"Jun",20632
"12937","Colorado",2000,"Jul",19290
"12938","Colorado",2000,"Aug",25582
"12939","Colorado",2000,"Sep",28974
"12940","Colorado",2000,"Oct",30224
"12941","Colorado",2000,"Nov",29512
"12942","Colorado",2000,"Dec",37766
"12943","Connecticut",2000,"Jan",7661
"12944","Connecticut",2000,"Feb",7645
"12945","Connecticut",2000,"Mar",8787
"12946","Connecticut",2000,"Apr",7021
"12947","Connecticut",2000,"May",6932
"12948","Connecticut",2000,"Jun",6779
"12949","Connecticut",2000,"Jul",6172
"12950","Connecticut",2000,"Aug",7379
"12951","Connecticut",2000,"Sep",6702
"12952","Connecticut",2000,"Oct",7838
"12953","Connecticut",2000,"Nov",7360
"12954","Connecticut",2000,"Dec",7310
"12955","Delaware",2000,"Jan",1057
"12956","Delaware",2000,"Feb",1133
"12957","Delaware",2000,"Mar",1251
"12958","Delaware",2000,"Apr",1108
"12959","Delaware",2000,"May",870
"12960","Delaware",2000,"Jun",880
"12961","Delaware",2000,"Jul",912
"12962","Delaware",2000,"Aug",1042
"12963","Delaware",2000,"Sep",1275
"12964","Delaware",2000,"Oct",1612
"12965","Delaware",2000,"Nov",2002
"12966","Delaware",2000,"Dec",2205
"12967","District of Columbia",2000,"Jan",4
"12968","District of Columbia",2000,"Feb",1
"12969","District of Columbia",2000,"Mar",2
"12970","District of Columbia",2000,"Apr",3
"12971","District of Columbia",2000,"May",2
"12972","District of Columbia",2000,"Jun",0
"12973","District of Columbia",2000,"Jul",1
"12974","District of Columbia",2000,"Aug",1
"12975","District of Columbia",2000,"Sep",0
"12976","District of Columbia",2000,"Oct",0
"12977","District of Columbia",2000,"Nov",3
"12978","District of Columbia",2000,"Dec",0
"12979","Florida",2000,"Jan",21069
"12980","Florida",2000,"Feb",22271
"12981","Florida",2000,"Mar",21673
"12982","Florida",2000,"Apr",18712
"12983","Florida",2000,"May",18427
"12984","Florida",2000,"Jun",18875
"12985","Florida",2000,"Jul",17903
"12986","Florida",2000,"Aug",21096
"12987","Florida",2000,"Sep",21001
"12988","Florida",2000,"Oct",23888
"12989","Florida",2000,"Nov",26210
"12990","Florida",2000,"Dec",34910
"12991","Georgia",2000,"Jan",29933
"12992","Georgia",2000,"Feb",34114
"12993","Georgia",2000,"Mar",30832
"12994","Georgia",2000,"Apr",21741
"12995","Georgia",2000,"May",19557
"12996","Georgia",2000,"Jun",20972
"12997","Georgia",2000,"Jul",21094
"12998","Georgia",2000,"Aug",26402
"12999","Georgia",2000,"Sep",29985
"13000","Georgia",2000,"Oct",33658
"13001","Georgia",2000,"Nov",34476
"13002","Georgia",2000,"Dec",49593
"13003","Guam",2000,"Jan",23
"13004","Guam",2000,"Feb",16
"13005","Guam",2000,"Mar",23
"13006","Guam",2000,"Apr",15
"13007","Guam",2000,"May",18
"13008","Guam",2000,"Jun",22
"13009","Guam",2000,"Jul",30
"13010","Guam",2000,"Aug",22
"13011","Guam",2000,"Sep",23
"13012","Guam",2000,"Oct",26
"13013","Guam",2000,"Nov",24
"13014","Guam",2000,"Dec",37
"13015","Hawaii",2000,"Jan",576
"13016","Hawaii",2000,"Feb",511
"13017","Hawaii",2000,"Mar",574
"13018","Hawaii",2000,"Apr",419
"13019","Hawaii",2000,"May",452
"13020","Hawaii",2000,"Jun",489
"13021","Hawaii",2000,"Jul",574
"13022","Hawaii",2000,"Aug",651
"13023","Hawaii",2000,"Sep",726
"13024","Hawaii",2000,"Oct",630
"13025","Hawaii",2000,"Nov",539
"13026","Hawaii",2000,"Dec",468
"13027","Idaho",2000,"Jan",5284
"13028","Idaho",2000,"Feb",6340
"13029","Idaho",2000,"Mar",6711
"13030","Idaho",2000,"Apr",6281
"13031","Idaho",2000,"May",5278
"13032","Idaho",2000,"Jun",5350
"13033","Idaho",2000,"Jul",5189
"13034","Idaho",2000,"Aug",6093
"13035","Idaho",2000,"Sep",8558
"13036","Idaho",2000,"Oct",7606
"13037","Idaho",2000,"Nov",6372
"13038","Idaho",2000,"Dec",8076
"13039","Illinois",2000,"Jan",39273
"13040","Illinois",2000,"Feb",38528
"13041","Illinois",2000,"Mar",44109
"13042","Illinois",2000,"Apr",34673
"13043","Illinois",2000,"May",30664
"13044","Illinois",2000,"Jun",28722
"13045","Illinois",2000,"Jul",27627
"13046","Illinois",2000,"Aug",42307
"13047","Illinois",2000,"Sep",37925
"13048","Illinois",2000,"Oct",43841
"13049","Illinois",2000,"Nov",42378
"13050","Illinois",2000,"Dec",39724
"13051","Indiana",2000,"Jan",14663
"13052","Indiana",2000,"Feb",14732
"13053","Indiana",2000,"Mar",15093
"13054","Indiana",2000,"Apr",13284
"13055","Indiana",2000,"May",11238
"13056","Indiana",2000,"Jun",13005
"13057","Indiana",2000,"Jul",11283
"13058","Indiana",2000,"Aug",14154
"13059","Indiana",2000,"Sep",16661
"13060","Indiana",2000,"Oct",18026
"13061","Indiana",2000,"Nov",21201
"13062","Indiana",2000,"Dec",18979
"13063","Iowa",2000,"Jan",8619
"13064","Iowa",2000,"Feb",7661
"13065","Iowa",2000,"Mar",7994
"13066","Iowa",2000,"Apr",5501
"13067","Iowa",2000,"May",4179
"13068","Iowa",2000,"Jun",4003
"13069","Iowa",2000,"Jul",3875
"13070","Iowa",2000,"Aug",5660
"13071","Iowa",2000,"Sep",7692
"13072","Iowa",2000,"Oct",10620
"13073","Iowa",2000,"Nov",11298
"13074","Iowa",2000,"Dec",10694
"13075","Kansas",2000,"Jan",7987
"13076","Kansas",2000,"Feb",8219
"13077","Kansas",2000,"Mar",8355
"13078","Kansas",2000,"Apr",5896
"13079","Kansas",2000,"May",5493
"13080","Kansas",2000,"Jun",5205
"13081","Kansas",2000,"Jul",5153
"13082","Kansas",2000,"Aug",6776
"13083","Kansas",2000,"Sep",8008
"13084","Kansas",2000,"Oct",10516
"13085","Kansas",2000,"Nov",12176
"13086","Kansas",2000,"Dec",12932
"13087","Kentucky",2000,"Jan",17459
"13088","Kentucky",2000,"Feb",21621
"13089","Kentucky",2000,"Mar",19364
"13090","Kentucky",2000,"Apr",16387
"13091","Kentucky",2000,"May",12913
"13092","Kentucky",2000,"Jun",13879
"13093","Kentucky",2000,"Jul",13354
"13094","Kentucky",2000,"Aug",18049
"13095","Kentucky",2000,"Sep",20108
"13096","Kentucky",2000,"Oct",21371
"13097","Kentucky",2000,"Nov",25539
"13098","Kentucky",2000,"Dec",29852
"13099","Louisiana",2000,"Jan",12767
"13100","Louisiana",2000,"Feb",13280
"13101","Louisiana",2000,"Mar",12336
"13102","Louisiana",2000,"Apr",9776
"13103","Louisiana",2000,"May",9066
"13104","Louisiana",2000,"Jun",9653
"13105","Louisiana",2000,"Jul",10187
"13106","Louisiana",2000,"Aug",13738
"13107","Louisiana",2000,"Sep",17801
"13108","Louisiana",2000,"Oct",19434
"13109","Louisiana",2000,"Nov",21321
"13110","Louisiana",2000,"Dec",25347
"13111","Maine",2000,"Jan",2606
"13112","Maine",2000,"Feb",2723
"13113","Maine",2000,"Mar",3514
"13114","Maine",2000,"Apr",2966
"13115","Maine",2000,"May",2434
"13116","Maine",2000,"Jun",2406
"13117","Maine",2000,"Jul",2686
"13118","Maine",2000,"Aug",3651
"13119","Maine",2000,"Sep",5814
"13120","Maine",2000,"Oct",7569
"13121","Maine",2000,"Nov",4343
"13122","Maine",2000,"Dec",4316
"13123","Mariana Islands",2000,"Jan",0
"13124","Mariana Islands",2000,"Feb",0
"13125","Mariana Islands",2000,"Mar",0
"13126","Mariana Islands",2000,"Apr",0
"13127","Mariana Islands",2000,"May",2
"13128","Mariana Islands",2000,"Jun",0
"13129","Mariana Islands",2000,"Jul",0
"13130","Mariana Islands",2000,"Aug",0
"13131","Mariana Islands",2000,"Sep",7
"13132","Mariana Islands",2000,"Oct",0
"13133","Mariana Islands",2000,"Nov",4
"13134","Mariana Islands",2000,"Dec",0
"13135","Maryland",2000,"Jan",5758
"13136","Maryland",2000,"Feb",6566
"13137","Maryland",2000,"Mar",7482
"13138","Maryland",2000,"Apr",7440
"13139","Maryland",2000,"May",5508
"13140","Maryland",2000,"Jun",5364
"13141","Maryland",2000,"Jul",5403
"13142","Maryland",2000,"Aug",6441
"13143","Maryland",2000,"Sep",7892
"13144","Maryland",2000,"Oct",8461
"13145","Maryland",2000,"Nov",9620
"13146","Maryland",2000,"Dec",8374
"13147","Massachusetts",2000,"Jan",2578
"13148","Massachusetts",2000,"Feb",2825
"13149","Massachusetts",2000,"Mar",3547
"13150","Massachusetts",2000,"Apr",3600
"13151","Massachusetts",2000,"May",2673
"13152","Massachusetts",2000,"Jun",5311
"13153","Massachusetts",2000,"Jul",5133
"13154","Massachusetts",2000,"Aug",6178
"13155","Massachusetts",2000,"Sep",5253
"13156","Massachusetts",2000,"Oct",6334
"13157","Massachusetts",2000,"Nov",6017
"13158","Massachusetts",2000,"Dec",5394
"13159","Michigan",2000,"Jan",21227
"13160","Michigan",2000,"Feb",21793
"13161","Michigan",2000,"Mar",25935
"13162","Michigan",2000,"Apr",22333
"13163","Michigan",2000,"May",18250
"13164","Michigan",2000,"Jun",18150
"13165","Michigan",2000,"Jul",19471
"13166","Michigan",2000,"Aug",22187
"13167","Michigan",2000,"Sep",32946
"13168","Michigan",2000,"Oct",33831
"13169","Michigan",2000,"Nov",35147
"13170","Michigan",2000,"Dec",29391
"13171","Minnesota",2000,"Jan",10104
"13172","Minnesota",2000,"Feb",12752
"13173","Minnesota",2000,"Mar",17218
"13174","Minnesota",2000,"Apr",14781
"13175","Minnesota",2000,"May",10317
"13176","Minnesota",2000,"Jun",10808
"13177","Minnesota",2000,"Jul",10839
"13178","Minnesota",2000,"Aug",17129
"13179","Minnesota",2000,"Sep",25944
"13180","Minnesota",2000,"Oct",25793
"13181","Minnesota",2000,"Nov",15027
"13182","Minnesota",2000,"Dec",14388
"13183","Mississippi",2000,"Jan",12200
"13184","Mississippi",2000,"Feb",15169
"13185","Mississippi",2000,"Mar",12341
"13186","Mississippi",2000,"Apr",9147
"13187","Mississippi",2000,"May",8458
"13188","Mississippi",2000,"Jun",9220
"13189","Mississippi",2000,"Jul",9271
"13190","Mississippi",2000,"Aug",13038
"13191","Mississippi",2000,"Sep",14049
"13192","Mississippi",2000,"Oct",15286
"13193","Mississippi",2000,"Nov",21595
"13194","Mississippi",2000,"Dec",24206
"13195","Missouri",2000,"Jan",14172
"13196","Missouri",2000,"Feb",16933
"13197","Missouri",2000,"Mar",16401
"13198","Missouri",2000,"Apr",14225
"13199","Missouri",2000,"May",10574
"13200","Missouri",2000,"Jun",11085
"13201","Missouri",2000,"Jul",10612
"13202","Missouri",2000,"Aug",13907
"13203","Missouri",2000,"Sep",16137
"13204","Missouri",2000,"Oct",21208
"13205","Missouri",2000,"Nov",22725
"13206","Missouri",2000,"Dec",23599
"13207","Montana",2000,"Jan",4407
"13208","Montana",2000,"Feb",5301
"13209","Montana",2000,"Mar",6002
"13210","Montana",2000,"Apr",5744
"13211","Montana",2000,"May",5222
"13212","Montana",2000,"Jun",5328
"13213","Montana",2000,"Jul",4646
"13214","Montana",2000,"Aug",5561
"13215","Montana",2000,"Sep",7916
"13216","Montana",2000,"Oct",8972
"13217","Montana",2000,"Nov",5138
"13218","Montana",2000,"Dec",6878
"13219","Nebraska",2000,"Jan",3196
"13220","Nebraska",2000,"Feb",3284
"13221","Nebraska",2000,"Mar",3531
"13222","Nebraska",2000,"Apr",2650
"13223","Nebraska",2000,"May",2202
"13224","Nebraska",2000,"Jun",2137
"13225","Nebraska",2000,"Jul",2329
"13226","Nebraska",2000,"Aug",3197
"13227","Nebraska",2000,"Sep",4234
"13228","Nebraska",2000,"Oct",6470
"13229","Nebraska",2000,"Nov",5671
"13230","Nebraska",2000,"Dec",5924
"13231","Nevada",2000,"Jan",4238
"13232","Nevada",2000,"Feb",4432
"13233","Nevada",2000,"Mar",4424
"13234","Nevada",2000,"Apr",3963
"13235","Nevada",2000,"May",3799
"13236","Nevada",2000,"Jun",3611
"13237","Nevada",2000,"Jul",3585
"13238","Nevada",2000,"Aug",3738
"13239","Nevada",2000,"Sep",4303
"13240","Nevada",2000,"Oct",3991
"13241","Nevada",2000,"Nov",3845
"13242","Nevada",2000,"Dec",5878
"13243","New Hampshire",2000,"Jan",2753
"13244","New Hampshire",2000,"Feb",2694
"13245","New Hampshire",2000,"Mar",3362
"13246","New Hampshire",2000,"Apr",3115
"13247","New Hampshire",2000,"May",2498
"13248","New Hampshire",2000,"Jun",2697
"13249","New Hampshire",2000,"Jul",2775
"13250","New Hampshire",2000,"Aug",3266
"13251","New Hampshire",2000,"Sep",4217
"13252","New Hampshire",2000,"Oct",4585
"13253","New Hampshire",2000,"Nov",4180
"13254","New Hampshire",2000,"Dec",3978
"13255","New Jersey",2000,"Jan",2614
"13256","New Jersey",2000,"Feb",2778
"13257","New Jersey",2000,"Mar",3267
"13258","New Jersey",2000,"Apr",2986
"13259","New Jersey",2000,"May",2746
"13260","New Jersey",2000,"Jun",2934
"13261","New Jersey",2000,"Jul",2574
"13262","New Jersey",2000,"Aug",3049
"13263","New Jersey",2000,"Sep",3014
"13264","New Jersey",2000,"Oct",3278
"13265","New Jersey",2000,"Nov",4110
"13266","New Jersey",2000,"Dec",3756
"13267","New Mexico",2000,"Jan",6299
"13268","New Mexico",2000,"Feb",7687
"13269","New Mexico",2000,"Mar",7724
"13270","New Mexico",2000,"Apr",6240
"13271","New Mexico",2000,"May",5759
"13272","New Mexico",2000,"Jun",6040
"13273","New Mexico",2000,"Jul",5401
"13274","New Mexico",2000,"Aug",6678
"13275","New Mexico",2000,"Sep",7268
"13276","New Mexico",2000,"Oct",8509
"13277","New Mexico",2000,"Nov",7173
"13278","New Mexico",2000,"Dec",9256
"13279","New York",2000,"Jan",10957
"13280","New York",2000,"Feb",11106
"13281","New York",2000,"Mar",12957
"13282","New York",2000,"Apr",12524
"13283","New York",2000,"May",10157
"13284","New York",2000,"Jun",9527
"13285","New York",2000,"Jul",10067
"13286","New York",2000,"Aug",13188
"13287","New York",2000,"Sep",17307
"13288","New York",2000,"Oct",19620
"13289","New York",2000,"Nov",19475
"13290","New York",2000,"Dec",17089
"13291","North Carolina",2000,"Jan",23910
"13292","North Carolina",2000,"Feb",27125
"13293","North Carolina",2000,"Mar",24942
"13294","North Carolina",2000,"Apr",18841
"13295","North Carolina",2000,"May",16974
"13296","North Carolina",2000,"Jun",17839
"13297","North Carolina",2000,"Jul",17014
"13298","North Carolina",2000,"Aug",23641
"13299","North Carolina",2000,"Sep",23661
"13300","North Carolina",2000,"Oct",26848
"13301","North Carolina",2000,"Nov",31520
"13302","North Carolina",2000,"Dec",38569
"13303","North Dakota",2000,"Jan",1834
"13304","North Dakota",2000,"Feb",2099
"13305","North Dakota",2000,"Mar",2656
"13306","North Dakota",2000,"Apr",2498
"13307","North Dakota",2000,"May",1948
"13308","North Dakota",2000,"Jun",1973
"13309","North Dakota",2000,"Jul",1904
"13310","North Dakota",2000,"Aug",2931
"13311","North Dakota",2000,"Sep",4236
"13312","North Dakota",2000,"Oct",4742
"13313","North Dakota",2000,"Nov",2849
"13314","North Dakota",2000,"Dec",2688
"13315","Ohio",2000,"Jan",20200
"13316","Ohio",2000,"Feb",24204
"13317","Ohio",2000,"Mar",24696
"13318","Ohio",2000,"Apr",21170
"13319","Ohio",2000,"May",15379
"13320","Ohio",2000,"Jun",15730
"13321","Ohio",2000,"Jul",14878
"13322","Ohio",2000,"Aug",20887
"13323","Ohio",2000,"Sep",24115
"13324","Ohio",2000,"Oct",25035
"13325","Ohio",2000,"Nov",34890
"13326","Ohio",2000,"Dec",32981
"13327","Oklahoma",2000,"Jan",11957
"13328","Oklahoma",2000,"Feb",14972
"13329","Oklahoma",2000,"Mar",12702
"13330","Oklahoma",2000,"Apr",11516
"13331","Oklahoma",2000,"May",9323
"13332","Oklahoma",2000,"Jun",10371
"13333","Oklahoma",2000,"Jul",9467
"13334","Oklahoma",2000,"Aug",11635
"13335","Oklahoma",2000,"Sep",13080
"13336","Oklahoma",2000,"Oct",14820
"13337","Oklahoma",2000,"Nov",17563
"13338","Oklahoma",2000,"Dec",19582
"13339","Oregon",2000,"Jan",9658
"13340","Oregon",2000,"Feb",11551
"13341","Oregon",2000,"Mar",12475
"13342","Oregon",2000,"Apr",10993
"13343","Oregon",2000,"May",9236
"13344","Oregon",2000,"Jun",9375
"13345","Oregon",2000,"Jul",8159
"13346","Oregon",2000,"Aug",10244
"13347","Oregon",2000,"Sep",15228
"13348","Oregon",2000,"Oct",11427
"13349","Oregon",2000,"Nov",11332
"13350","Oregon",2000,"Dec",15658
"13351","Pennsylvania",2000,"Jan",35120
"13352","Pennsylvania",2000,"Feb",37931
"13353","Pennsylvania",2000,"Mar",48600
"13354","Pennsylvania",2000,"Apr",39189
"13355","Pennsylvania",2000,"May",32796
"13356","Pennsylvania",2000,"Jun",31442
"13357","Pennsylvania",2000,"Jul",31171
"13358","Pennsylvania",2000,"Aug",34999
"13359","Pennsylvania",2000,"Sep",41872
"13360","Pennsylvania",2000,"Oct",48477
"13361","Pennsylvania",2000,"Nov",54089
"13362","Pennsylvania",2000,"Dec",45608
"13363","Puerto Rico",2000,"Jan",247
"13364","Puerto Rico",2000,"Feb",418
"13365","Puerto Rico",2000,"Mar",620
"13366","Puerto Rico",2000,"Apr",406
"13367","Puerto Rico",2000,"May",425
"13368","Puerto Rico",2000,"Jun",454
"13369","Puerto Rico",2000,"Jul",374
"13370","Puerto Rico",2000,"Aug",546
"13371","Puerto Rico",2000,"Sep",487
"13372","Puerto Rico",2000,"Oct",458
"13373","Puerto Rico",2000,"Nov",388
"13374","Puerto Rico",2000,"Dec",478
"13375","Rhode Island",2000,"Jan",774
"13376","Rhode Island",2000,"Feb",853
"13377","Rhode Island",2000,"Mar",939
"13378","Rhode Island",2000,"Apr",784
"13379","Rhode Island",2000,"May",669
"13380","Rhode Island",2000,"Jun",682
"13381","Rhode Island",2000,"Jul",595
"13382","Rhode Island",2000,"Aug",699
"13383","Rhode Island",2000,"Sep",754
"13384","Rhode Island",2000,"Oct",867
"13385","Rhode Island",2000,"Nov",957
"13386","Rhode Island",2000,"Dec",841
"13387","South Carolina",2000,"Jan",9905
"13388","South Carolina",2000,"Feb",11851
"13389","South Carolina",2000,"Mar",10773
"13390","South Carolina",2000,"Apr",7565
"13391","South Carolina",2000,"May",6810
"13392","South Carolina",2000,"Jun",7483
"13393","South Carolina",2000,"Jul",7514
"13394","South Carolina",2000,"Aug",11491
"13395","South Carolina",2000,"Sep",11329
"13396","South Carolina",2000,"Oct",11497
"13397","South Carolina",2000,"Nov",13827
"13398","South Carolina",2000,"Dec",18573
"13399","South Dakota",2000,"Jan",1997
"13400","South Dakota",2000,"Feb",2288
"13401","South Dakota",2000,"Mar",2500
"13402","South Dakota",2000,"Apr",2300
"13403","South Dakota",2000,"May",1901
"13404","South Dakota",2000,"Jun",1905
"13405","South Dakota",2000,"Jul",2094
"13406","South Dakota",2000,"Aug",3181
"13407","South Dakota",2000,"Sep",4695
"13408","South Dakota",2000,"Oct",6187
"13409","South Dakota",2000,"Nov",3717
"13410","South Dakota",2000,"Dec",3958
"13411","Tennessee",2000,"Jan",18928
"13412","Tennessee",2000,"Feb",21178
"13413","Tennessee",2000,"Mar",19940
"13414","Tennessee",2000,"Apr",14344
"13415","Tennessee",2000,"May",12968
"13416","Tennessee",2000,"Jun",12596
"13417","Tennessee",2000,"Jul",16221
"13418","Tennessee",2000,"Aug",19449
"13419","Tennessee",2000,"Sep",19087
"13420","Tennessee",2000,"Oct",20079
"13421","Tennessee",2000,"Nov",26567
"13422","Tennessee",2000,"Dec",33316
"13423","Texas",2000,"Jan",48626
"13424","Texas",2000,"Feb",52861
"13425","Texas",2000,"Mar",51666
"13426","Texas",2000,"Apr",42204
"13427","Texas",2000,"May",41947
"13428","Texas",2000,"Jun",42043
"13429","Texas",2000,"Jul",45518
"13430","Texas",2000,"Aug",59994
"13431","Texas",2000,"Sep",65110
"13432","Texas",2000,"Oct",62872
"13433","Texas",2000,"Nov",66996
"13434","Texas",2000,"Dec",83133
"13435","Utah",2000,"Jan",4611
"13436","Utah",2000,"Feb",5831
"13437","Utah",2000,"Mar",5549
"13438","Utah",2000,"Apr",4379
"13439","Utah",2000,"May",4006
"13440","Utah",2000,"Jun",3964
"13441","Utah",2000,"Jul",3953
"13442","Utah",2000,"Aug",5111
"13443","Utah",2000,"Sep",7019
"13444","Utah",2000,"Oct",6522
"13445","Utah",2000,"Nov",5848
"13446","Utah",2000,"Dec",10627
"13447","Vermont",2000,"Jan",1123
"13448","Vermont",2000,"Feb",1590
"13449","Vermont",2000,"Mar",1961
"13450","Vermont",2000,"Apr",1708
"13451","Vermont",2000,"May",1222
"13452","Vermont",2000,"Jun",1130
"13453","Vermont",2000,"Jul",1206
"13454","Vermont",2000,"Aug",1544
"13455","Vermont",2000,"Sep",2231
"13456","Vermont",2000,"Oct",2688
"13457","Vermont",2000,"Nov",2181
"13458","Vermont",2000,"Dec",1716
"13459","Virgin Islands",2000,"Jan",0
"13460","Virgin Islands",2000,"Feb",0
"13461","Virgin Islands",2000,"Mar",0
"13462","Virgin Islands",2000,"Apr",0
"13463","Virgin Islands",2000,"May",0
"13464","Virgin Islands",2000,"Jun",0
"13465","Virgin Islands",2000,"Jul",0
"13466","Virgin Islands",2000,"Aug",0
"13467","Virgin Islands",2000,"Sep",0
"13468","Virgin Islands",2000,"Oct",0
"13469","Virgin Islands",2000,"Nov",0
"13470","Virgin Islands",2000,"Dec",0
"13471","Virginia",2000,"Jan",13636
"13472","Virginia",2000,"Feb",15794
"13473","Virginia",2000,"Mar",17908
"13474","Virginia",2000,"Apr",13361
"13475","Virginia",2000,"May",11352
"13476","Virginia",2000,"Jun",11129
"13477","Virginia",2000,"Jul",11886
"13478","Virginia",2000,"Aug",13970
"13479","Virginia",2000,"Sep",16397
"13480","Virginia",2000,"Oct",17457
"13481","Virginia",2000,"Nov",21270
"13482","Virginia",2000,"Dec",24348
"13483","Washington",2000,"Jan",9171
"13484","Washington",2000,"Feb",10534
"13485","Washington",2000,"Mar",11763
"13486","Washington",2000,"Apr",9711
"13487","Washington",2000,"May",8880
"13488","Washington",2000,"Jun",8910
"13489","Washington",2000,"Jul",9156
"13490","Washington",2000,"Aug",11248
"13491","Washington",2000,"Sep",13685
"13492","Washington",2000,"Oct",14792
"13493","Washington",2000,"Nov",11741
"13494","Washington",2000,"Dec",14664
"13495","West Virginia",2000,"Jan",8589
"13496","West Virginia",2000,"Feb",11546
"13497","West Virginia",2000,"Mar",10855
"13498","West Virginia",2000,"Apr",9255
"13499","West Virginia",2000,"May",7143
"13500","West Virginia",2000,"Jun",7397
"13501","West Virginia",2000,"Jul",7743
"13502","West Virginia",2000,"Aug",9060
"13503","West Virginia",2000,"Sep",12058
"13504","West Virginia",2000,"Oct",13650
"13505","West Virginia",2000,"Nov",16591
